,formula,Temperature,target
4433,Sr1,1200.0,36.428
4434,Sr1,1100.0,35.273
4435,Sr1,1000.0,34.139
4436,Sr1,900.0,33.027
4437,Sr1,820.0,32.151
4438,Sr1,800.0,31.935
4439,Sr1,700.0,30.864
4440,Sr1,600.0,29.814
4441,Sr1,500.0,28.785
4442,Sr1,450.0,28.278
4443,Sr1,400.0,27.777
4444,Sr1,350.0,27.298
4445,Sr1,300.0,26.809
4446,Sr1,298.0,26.791
4447,Ti1,1600.0,55.22
4448,Ti1,1500.0,49.764
4449,Ti1,1400.0,44.948
4450,Ti1,1300.0,40.771
4451,Ti1,1200.0,37.233
4452,Ti1,1166.0,36.175
4453,Ti1,1100.0,34.334
4454,Ti1,1000.0,32.074
4455,Ti1,900.0,30.454
4456,Ti1,800.0,29.472
4457,Ti1,700.0,29.135
4458,Ti1,600.0,28.596
4459,Ti1,500.0,27.877
4460,Ti1,450.0,27.418000000000003
4461,Ti1,400.0,26.862
4462,Ti1,350.0,26.169
4463,Ti1,300.0,25.276
4464,Ti1,298.0,25.238000000000003
4465,V1,2600.0,52.028
4466,V1,2500.0,50.103
4467,V1,2400.0,48.179
4468,V1,2300.0,46.254
4469,V1,2200.0,44.32899999999999
4470,V1,2190.0,44.141000000000005
4471,V1,2100.0,42.468
4472,V1,2000.0,40.92
4473,V1,1900.0,39.539
4474,V1,1800.0,38.2
4475,V1,1700.0,37.028
4476,V1,1600.0,35.857
4477,V1,1500.0,34.811
4478,V1,1400.0,33.806999999999995
4479,V1,1300.0,32.74
4480,V1,1200.0,31.798
4481,V1,1100.0,30.878
4482,V1,1000.0,30.083
4483,V1,900.0,29.372
4484,V1,800.0,28.66
4485,V1,700.0,28.033
4486,V1,600.0,27.489
4487,V1,500.0,26.945
4488,V1,450.0,26.61
4489,V1,400.0,26.234
4490,V1,350.0,25.681
4491,V1,300.0,24.928
4492,V1,298.0,24.896
4493,W1,4700.0,122.12
4494,W1,4600.0,116.629
4495,W1,4500.0,111.137
4496,W1,4400.0,105.646
4497,W1,4300.0,100.154
4498,W1,4200.0,94.663
4499,W1,4100.0,89.171
4500,W1,4000.0,83.68
4501,W1,3900.0,78.188
4502,W1,3800.0,72.697
4503,W1,3700.0,67.205
4504,W1,3680.0,66.149
4505,W1,3600.0,61.714
4506,W1,3500.0,56.484
4507,W1,3400.0,52.3
4508,W1,3300.0,48.953
4509,W1,3200.0,46.024
4510,W1,3100.0,43.43
4511,W1,3000.0,41.003
4512,W1,2900.0,39.12
4513,W1,2800.0,37.447
4514,W1,2700.0,36.192
4515,W1,2600.0,35.246
4516,W1,2500.0,34.736
4517,W1,2400.0,34.233000000000004
4518,W1,2300.0,33.736
4519,W1,2200.0,33.238
4520,W1,2100.0,32.744
4521,W1,2000.0,32.254
4522,W1,1900.0,31.765
4523,W1,1800.0,31.284
4524,W1,1700.0,30.807
4525,W1,1600.0,30.334
4526,W1,1500.0,29.862
4527,W1,1400.0,29.393
4528,W1,1300.0,28.93
4529,W1,1200.0,28.472
4530,W1,1100.0,28.017
4531,W1,1000.0,27.564
4532,W1,900.0,27.112
4533,W1,800.0,26.669
4534,W1,700.0,26.229
4535,W1,600.0,25.79
4536,W1,500.0,25.359
4537,W1,450.0,25.144
4538,W1,400.0,24.928
4539,W1,350.0,24.644
4540,W1,300.0,24.313
4541,W1,298.0,24.295
4542,Zn1,900.0,32.716
4543,Zn1,800.0,31.284
4544,Zn1,700.0,29.9
4545,Zn1,692.73,29.802
4546,Zn1,600.0,28.588
4547,Zn1,500.0,27.386
4548,Zn1,450.0,26.843000000000004
4549,Zn1,400.0,26.346
4550,Zn1,350.0,25.889
4551,Zn1,300.0,25.406
4552,Zn1,298.0,25.387
4553,Zr1,1600.0,37.762
4554,Zr1,1500.0,36.846
4555,Zr1,1400.0,35.806999999999995
4556,Zr1,1300.0,34.681
4557,Zr1,1200.0,33.501999999999995
4558,Zr1,1135.0,32.724000000000004
4559,Zr1,1100.0,32.306
4560,Zr1,1000.0,31.128
4561,Zr1,900.0,30.003
4562,Zr1,800.0,28.966
4563,Zr1,700.0,28.053
4564,Zr1,600.0,27.281
4565,Zr1,500.0,26.564
4566,Zr1,450.0,26.246
4567,Zr1,400.0,25.935
4568,Zr1,350.0,25.606
4569,Zr1,298.0,25.202
